,ParticipantID,Trial,FirstChannel,Response,Correct,InterStimInterval
0,7_Ptx_216,0,0,1,Right,0.5
1,7_Ptx_216,1,1,1,Right,0.5
2,7_Ptx_216,2,0,1,Right,0.5
3,7_Ptx_216,3,1,1,Right,0.2
4,7_Ptx_216,4,1,1,Right,0.2
5,7_Ptx_216,5,0,1,Right,0.06
6,7_Ptx_216,6,0,1,Right,0.08
7,7_Ptx_216,7,0,1,Right,0.08
8,7_Ptx_216,8,1,1,Right,0.04
9,7_Ptx_216,9,0,1,Right,0.06
