,ParticipantID,Trial,FirstChannel,Response,Correct,InterStimInterval
0,18_Ptx_032,0,1,0,Wrong,0.5
1,18_Ptx_032,1,1,0,Wrong,0.5
2,18_Ptx_032,2,1,0,Wrong,0.5
3,18_Ptx_032,3,1,0,Wrong,0.2
4,18_Ptx_032,4,1,0,Wrong,0.2
5,18_Ptx_032,5,0,1,Right,0.06
6,18_Ptx_032,6,0,1,Right,0.04
7,18_Ptx_032,7,1,0,Wrong,0.08
8,18_Ptx_032,8,1,1,Right,0.04
9,18_Ptx_032,9,1,0,Wrong,0.04
