,ParticipantID,Trial,FirstChannel,Response,Correct,InterStimInterval
0,22_Ptx_376,0,0,1,Right,0.5
1,22_Ptx_376,1,1,1,Right,0.5
2,22_Ptx_376,2,1,1,Right,0.5
3,22_Ptx_376,3,1,1,Right,0.2
4,22_Ptx_376,4,0,0,Wrong,0.2
5,22_Ptx_376,5,0,0,Wrong,0.06
6,22_Ptx_376,6,0,0,Wrong,0.08
7,22_Ptx_376,7,1,1,Right,0.1
8,22_Ptx_376,8,1,1,Right,0.06
9,22_Ptx_376,9,0,0,Wrong,0.06
