,ParticipantID,Trial,FirstChannel,Response,Correct,InterStimInterval
0,3_Ptx_658,0,0,0,Wrong,0.5
1,3_Ptx_658,1,1,1,Right,0.5
2,3_Ptx_658,2,0,0,Wrong,0.5
3,3_Ptx_658,3,0,1,Right,0.2
4,3_Ptx_658,4,1,1,Right,0.2
5,3_Ptx_658,5,1,0,Wrong,0.08
6,3_Ptx_658,6,0,0,Wrong,0.1
7,3_Ptx_658,7,1,0,Wrong,0.04
8,3_Ptx_658,8,0,1,Right,0.04
9,3_Ptx_658,9,0,0,Wrong,0.06
