,ParticipantID,Trial,FirstChannel,Response,Correct,InterStimInterval
0,18_Ptx_453,0,1,1,Right,0.5
1,18_Ptx_453,1,1,1,Right,0.5
2,18_Ptx_453,2,0,1,Right,0.5
3,18_Ptx_453,3,0,1,Right,0.2
4,18_Ptx_453,4,0,1,Right,0.2
5,18_Ptx_453,5,1,1,Right,0.06
6,18_Ptx_453,6,0,1,Right,0.04
7,18_Ptx_453,7,1,1,Right,0.06
8,18_Ptx_453,8,1,1,Right,0.06
9,18_Ptx_453,9,1,1,Right,0.04
